trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,response_ts_sec,resp_phase_deg,resp_phase_label,participant_id
51,right,0.05,2025-11-30 17:49:18.129117,2025-11-30 17:49:18.753793,0.624675,hit,1764524958.753793,300.8227848728634,inhalation,P003
52,right,0.05,2025-11-30 17:49:22.129117,2025-11-30 17:49:22.914183,0.785066,hit,1764524962.914183,221.41459595756103,exhalation,P003
53,left,0.15,2025-11-30 17:49:26.129117,2025-11-30 17:49:26.926832,0.797714,hit,1764524966.9268322,168.29675105528827,exhalation,P003
54,left,0.05,2025-11-30 17:49:31.129117,2025-11-30 17:49:31.832046,0.702928,hit,1764524971.832046,213.50987845953117,exhalation,P003
55,right,0.05,2025-11-30 17:49:33.129117,2025-11-30 17:49:33.764565,0.635447,hit,1764524973.764565,128.35620373958085,exhalation,P003
56,right,0.15,2025-11-30 17:49:38.129117,2025-11-30 17:49:38.767069,0.637952,hit,1764524978.7670689,76.76553728534691,inhalation,P003
57,right,0.1,2025-11-30 17:49:40.129117,2025-11-30 17:49:40.816646,0.687529,hit,1764524980.816646,284.4275201973156,inhalation,P003
58,right,0.05,2025-11-30 17:49:45.129117,2025-11-30 17:49:45.932010,0.802893,hit,1764524985.93201,77.40345709399446,inhalation,P003
59,right,0.05,2025-11-30 17:49:49.129117,2025-11-30 17:49:49.831308,0.702191,hit,1764524989.831308,198.1418409119326,exhalation,P003
60,right,0.05,2025-11-30 17:49:54.129117,2025-11-30 17:49:54.787146,0.658028,hit,1764524994.787146,175.33238648751347,exhalation,P003
61,right,0.1,2025-11-30 17:49:56.129117,2025-11-30 17:49:56.838764,0.709646,hit,1764524996.838764,109.47534679083036,exhalation,P003
62,left,0.15,2025-11-30 17:50:01.129117,2025-11-30 17:50:01.809740,0.680622,hit,1764525001.80974,306.8801630563587,inhalation,P003
63,left,0.1,2025-11-30 17:50:03.129117,2025-11-30 17:50:03.900193,0.771076,hit,1764525003.900193,225.45310841304303,exhalation,P003
64,right,0.1,2025-11-30 17:50:08.129117,2025-11-30 17:50:09.004215,0.875097,hit,1764525009.004215,136.37767260111764,exhalation,P003
65,left,0.15,2025-11-30 17:50:13.129117,2025-11-30 17:50:14.055323,0.926205,hit,1764525014.055323,199.48426009566643,exhalation,P003
66,left,0.15,2025-11-30 17:50:20.129117,2025-11-30 17:50:20.876108,0.74699,hit,1764525020.876108,221.6305937112076,exhalation,P003
67,right,0.05,2025-11-30 17:50:25.129117,2025-11-30 17:50:25.938180,0.809062,hit,1764525025.9381802,111.4878924363674,exhalation,P003
68,right,0.1,2025-11-30 17:50:27.129117,2025-11-30 17:50:27.927988,0.798871,hit,1764525027.927988,13.48963624067585,inhalation,P003
69,right,0.1,2025-11-30 17:50:34.129117,2025-11-30 17:50:34.886361,0.757244,hit,1764525034.8863611,18.504858028190085,inhalation,P003
70,left,0.1,2025-11-30 17:50:36.129117,2025-11-30 17:50:36.994066,0.864948,hit,1764525036.994066,344.418613727302,inhalation,P003
71,left,0.15,2025-11-30 17:50:38.129117,2025-11-30 17:50:38.794139,0.665021,hit,1764525038.794139,279.72644083347416,inhalation,P003
72,right,0.15,2025-11-30 17:50:43.129117,2025-11-30 17:50:43.779640,0.650523,hit,1764525043.77964,250.65082335534385,exhalation,P003
73,left,0.15,2025-11-30 17:50:50.129117,2025-11-30 17:50:50.785681,0.656564,hit,1764525050.785681,147.6942133676541,exhalation,P003
74,right,0.15,2025-11-30 17:50:52.129117,2025-11-30 17:50:53.024130,0.895012,hit,1764525053.02413,106.38246369107196,exhalation,P003
75,left,0.15,2025-11-30 17:50:54.129117,2025-11-30 17:50:54.923513,0.794396,hit,1764525054.9235132,7.512963819111235,inhalation,P003
76,left,0.05,2025-11-30 17:50:56.129117,2025-11-30 17:50:56.890882,0.761764,hit,1764525056.890882,302.90858386465294,inhalation,P003
77,left,0.15,2025-11-30 17:51:03.129117,2025-11-30 17:51:03.935570,0.806452,hit,1764525063.93557,203.6038741652862,exhalation,P003
78,right,0.15,2025-11-30 17:51:10.129117,2025-11-30 17:51:10.775181,0.646064,hit,1764525070.775181,67.81147129753327,inhalation,P003
79,right,0.15,2025-11-30 17:51:15.129117,2025-11-30 17:51:15.802084,0.672967,hit,1764525075.8020842,39.67674530873597,inhalation,P003
80,left,0.05,2025-11-30 17:51:19.129117,2025-11-30 17:51:20.614716,1.485598,hit,1764525080.6147158,90.0,inhalation,P003
81,left,0.15,2025-11-30 17:51:26.129117,2025-11-30 17:51:26.910573,0.781455,hit,1764525086.910573,355.50915011603684,inhalation,P003
82,left,0.05,2025-11-30 17:51:30.129117,2025-11-30 17:51:31.041553,0.912436,hit,1764525091.0415528,231.6337599930104,exhalation,P003
83,right,0.1,2025-11-30 17:51:37.129117,2025-11-30 17:51:37.874151,0.745034,hit,1764525097.874151,136.80701336558366,exhalation,P003
84,left,0.1,2025-11-30 17:51:42.129117,2025-11-30 17:51:42.934770,0.805653,hit,1764525102.93477,155.93200542020946,exhalation,P003
85,right,0.15,2025-11-30 17:51:46.129117,2025-11-30 17:51:46.975091,0.845973,hit,1764525106.975091,70.665638201457,inhalation,P003
86,left,0.05,2025-11-30 17:51:53.129117,2025-11-30 17:51:53.956224,0.827107,hit,1764525113.956224,9.612642233442898,inhalation,P003
87,left,0.05,2025-11-30 17:51:58.129117,2025-11-30 17:51:58.862533,0.733416,hit,1764525118.862533,246.60564355247743,exhalation,P003
88,right,0.1,2025-11-30 17:52:00.129117,2025-11-30 17:52:00.803862,0.674744,hit,1764525120.803862,157.04916456071493,exhalation,P003
89,right,0.15,2025-11-30 17:52:07.129117,2025-11-30 17:52:07.822938,0.693821,hit,1764525127.8229382,270.0,inhalation,P003
90,right,0.1,2025-11-30 17:52:09.129117,2025-11-30 17:52:09.791177,0.662059,hit,1764525129.791177,195.8123026698796,exhalation,P003
91,left,0.05,2025-11-30 17:52:11.129117,2025-11-30 17:52:11.810337,0.681219,hit,1764525131.810337,113.46505120587577,exhalation,P003
92,right,0.15,2025-11-30 17:52:16.129117,2025-11-30 17:52:16.834342,0.705225,hit,1764525136.834342,206.8532135048976,exhalation,P003
93,left,0.05,2025-11-30 17:52:23.129117,2025-11-30 17:52:23.825250,0.696132,hit,1764525143.82525,203.24865468791648,exhalation,P003
94,right,0.05,2025-11-30 17:52:27.129117,2025-11-30 17:52:27.855503,0.726385,hit,1764525147.855503,119.31428016736544,exhalation,P003
95,right,0.15,2025-11-30 17:52:29.129117,2025-11-30 17:52:29.798933,0.669815,hit,1764525149.798933,243.74108855430887,exhalation,P003
96,right,0.15,2025-11-30 17:52:31.129117,2025-11-30 17:52:31.962909,0.833792,hit,1764525151.962909,181.3384958216971,exhalation,P003
97,left,0.05,2025-11-30 17:52:36.129117,2025-11-30 17:52:36.831833,0.702715,hit,1764525156.8318331,99.07760036086322,exhalation,P003
98,left,0.15,2025-11-30 17:52:40.129117,2025-11-30 17:52:40.855707,0.72659,hit,1764525160.855707,247.31007899331064,exhalation,P003
99,left,0.1,2025-11-30 17:52:42.129117,2025-11-30 17:52:42.987887,0.85877,hit,1764525162.9878871,66.53802051544989,inhalation,P003
100,left,0.05,2025-11-30 17:52:47.129117,2025-11-30 17:52:48.106532,0.977414,hit,1764525168.106532,358.07941272905896,inhalation,P003
101,left,0.1,2025-11-30 17:52:54.129117,2025-11-30 17:52:54.970658,0.84154,hit,1764525174.970658,99.43635802940167,exhalation,P003
102,left,0.1,2025-11-30 17:52:56.129117,2025-11-30 17:52:56.893567,0.764449,hit,1764525176.893567,289.248712671336,inhalation,P003
103,right,0.15,2025-11-30 17:53:03.129117,2025-11-30 17:53:03.847075,0.717958,hit,1764525183.847075,212.821222575923,exhalation,P003
104,right,0.1,2025-11-30 17:53:10.129117,2025-11-30 17:53:10.890292,0.761175,hit,1764525190.890292,317.84414035630147,inhalation,P003
105,right,0.1,2025-11-30 17:53:17.129117,2025-11-30 17:53:17.877954,0.748837,hit,1764525197.877954,231.92647297249903,exhalation,P003
106,right,0.1,2025-11-30 17:53:24.129117,2025-11-30 17:53:24.908417,0.779299,hit,1764525204.908417,171.79068721036086,exhalation,P003
107,right,0.05,2025-11-30 17:53:26.129117,2025-11-30 17:53:26.867983,0.738866,hit,1764525206.867983,102.20434023386431,exhalation,P003
108,left,0.05,2025-11-30 17:53:33.129117,2025-11-30 17:53:33.921142,0.792025,hit,1764525213.921142,176.1887090130889,exhalation,P003
109,left,0.15,2025-11-30 17:53:37.129117,2025-11-30 17:53:37.825360,0.696242,hit,1764525217.8253598,299.9937837090536,inhalation,P003
110,left,0.15,2025-11-30 17:53:39.129117,2025-11-30 17:53:39.897976,0.768859,hit,1764525219.8979762,27.66810136618483,inhalation,P003
111,left,0.15,2025-11-30 17:53:44.129117,2025-11-30 17:53:45.109758,0.98064,hit,1764525225.109758,224.01865147427665,exhalation,P003
112,left,0.05,2025-11-30 17:53:48.129117,2025-11-30 17:53:48.914309,0.785192,hit,1764525228.914309,24.47144608177672,inhalation,P003
113,left,0.05,2025-11-30 17:53:50.129117,2025-11-30 17:53:50.918970,0.789853,hit,1764525230.91897,288.2895072070495,inhalation,P003
114,left,0.15,2025-11-30 17:53:54.129117,2025-11-30 17:53:54.875375,0.746257,hit,1764525234.875375,143.83149434121336,exhalation,P003
115,left,0.05,2025-11-30 17:53:59.129117,2025-11-30 17:53:59.890578,0.761461,hit,1764525239.890578,110.44112411062096,exhalation,P003
116,right,0.05,2025-11-30 17:54:06.129117,2025-11-30 17:54:06.899213,0.770095,hit,1764525246.899213,246.93381413936052,exhalation,P003
117,right,0.05,2025-11-30 17:54:13.129117,2025-11-30 17:54:13.906307,0.77719,hit,1764525253.906307,244.3347290361301,exhalation,P003
118,right,0.05,2025-11-30 17:54:15.129117,2025-11-30 17:54:15.912382,0.783264,hit,1764525255.912382,157.542184125067,exhalation,P003
119,left,0.05,2025-11-30 17:54:22.129117,2025-11-30 17:54:22.889779,0.760661,hit,1764525262.8897789,109.7986207319316,exhalation,P003
120,left,0.1,2025-11-30 17:54:29.129117,2025-11-30 17:54:29.891230,0.762113,hit,1764525269.89123,230.85172129418308,exhalation,P003
121,right,0.1,2025-11-30 17:54:31.129117,2025-11-30 17:54:31.994444,0.865326,hit,1764525271.994444,81.33479996735969,inhalation,P003
122,left,0.05,2025-11-30 17:54:38.129117,2025-11-30 17:54:39.077103,0.947986,hit,1764525279.0771031,138.55622790220502,exhalation,P003
123,left,0.1,2025-11-30 17:54:40.129117,2025-11-30 17:54:41.181964,1.052846,hit,1764525281.181964,74.06031044284731,inhalation,P003
124,right,0.1,2025-11-30 17:54:47.129117,2025-11-30 17:54:47.978247,0.84913,hit,1764525287.978247,101.46782898631989,exhalation,P003
125,left,0.1,2025-11-30 17:54:51.129117,2025-11-30 17:54:51.896448,0.76733,hit,1764525291.896448,189.19316112475184,exhalation,P003
126,right,0.1,2025-11-30 17:54:53.129117,2025-11-30 17:54:53.973958,0.844841,hit,1764525293.9739578,236.32912489044529,exhalation,P003
