trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,response_ts_sec,resp_phase,resp_phase_label
16,left,0.05,2025-11-30 19:35:23.954925,2025-11-30 19:35:24.460480,0.505556,hit,1764531324.46048,-1.0,exhalation
17,left,0.1,2025-11-30 19:35:25.954925,2025-11-30 19:35:26.471755,0.51683,hit,1764531326.471755,1.0,inhalation
18,right,0.15,2025-11-30 19:35:30.954925,2025-11-30 19:35:31.422680,0.467756,hit,1764531331.4226801,-1.0,exhalation
19,left,0.1,2025-11-30 19:35:34.954925,2025-11-30 19:35:35.419740,0.464815,hit,1764531335.41974,-1.0,exhalation
20,right,0.1,2025-11-30 19:35:39.954925,2025-11-30 19:35:40.451994,0.497069,hit,1764531340.4519942,-1.0,exhalation
21,right,0.1,2025-11-30 19:35:41.954925,2025-11-30 19:35:42.441395,0.48647,hit,1764531342.441395,-1.0,exhalation
22,right,0.15,2025-11-30 19:35:43.954925,2025-11-30 19:35:44.431266,0.476341,hit,1764531344.431266,-1.0,exhalation
23,left,0.15,2025-11-30 19:35:45.954925,2025-11-30 19:35:46.396385,0.44146,hit,1764531346.396385,-1.0,exhalation
24,right,0.05,2025-11-30 19:35:52.954925,2025-11-30 19:35:53.451151,0.496226,hit,1764531353.4511511,-1.0,exhalation
25,left,0.15,2025-11-30 19:35:57.954925,2025-11-30 19:35:58.419050,0.464125,hit,1764531358.41905,-1.0,exhalation
26,left,0.1,2025-11-30 19:36:01.954925,2025-11-30 19:36:02.420489,0.465565,hit,1764531362.420489,-1.0,exhalation
27,right,0.15,2025-11-30 19:36:03.954925,2025-11-30 19:36:04.404555,0.44963,hit,1764531364.404555,1.0,inhalation
28,right,0.15,2025-11-30 19:36:05.954925,2025-11-30 19:36:06.403876,0.448951,hit,1764531366.403876,1.0,inhalation
29,left,0.05,2025-11-30 19:36:09.954925,2025-11-30 19:36:10.432752,0.477828,hit,1764531370.4327521,1.0,inhalation
30,right,0.05,2025-11-30 19:36:16.954925,2025-11-30 19:36:17.452287,0.497363,hit,1764531377.452287,-1.0,exhalation
31,left,0.05,2025-11-30 19:36:23.954925,2025-11-30 19:36:24.447696,0.492771,hit,1764531384.447696,-1.0,exhalation
32,right,0.05,2025-11-30 19:36:30.954925,2025-11-30 19:36:31.568455,0.61353,hit,1764531391.568455,-1.0,exhalation
33,right,0.05,2025-11-30 19:36:32.954925,2025-11-30 19:36:33.463938,0.509013,hit,1764531393.463938,-1.0,exhalation
34,right,0.15,2025-11-30 19:36:37.954925,2025-11-30 19:36:38.458436,0.503512,hit,1764531398.458436,1.0,inhalation
35,right,0.05,2025-11-30 19:36:39.954925,2025-11-30 19:36:40.395439,0.440514,hit,1764531400.3954391,-1.0,exhalation
36,right,0.15,2025-11-30 19:36:43.954925,2025-11-30 19:36:44.416536,0.461611,hit,1764531404.416536,1.0,inhalation
37,left,0.1,2025-11-30 19:36:48.954925,2025-11-30 19:36:49.441622,0.486697,hit,1764531409.441622,-1.0,exhalation
38,left,0.1,2025-11-30 19:36:52.954925,2025-11-30 19:36:53.433458,0.478533,hit,1764531413.4334579,-1.0,exhalation
39,right,0.15,2025-11-30 19:36:59.954925,2025-11-30 19:37:00.587560,0.632635,hit,1764531420.58756,-1.0,exhalation
40,right,0.05,2025-11-30 19:37:06.954925,2025-11-30 19:37:07.589587,0.634662,hit,1764531427.589587,-1.0,exhalation
41,left,0.15,2025-11-30 19:37:10.954925,2025-11-30 19:37:11.599486,0.644561,hit,1764531431.5994859,-1.0,exhalation
42,left,0.05,2025-11-30 19:37:15.954925,2025-11-30 19:37:16.567081,0.612157,hit,1764531436.567081,-1.0,exhalation
43,left,0.1,2025-11-30 19:37:20.954925,2025-11-30 19:37:21.561132,0.606207,hit,1764531441.561132,-1.0,exhalation
44,left,0.15,2025-11-30 19:37:27.954925,2025-11-30 19:37:28.580040,0.625116,hit,1764531448.58004,-1.0,exhalation
45,left,0.1,2025-11-30 19:37:29.954925,2025-11-30 19:37:30.563815,0.608891,hit,1764531450.5638149,1.0,inhalation
46,right,0.1,2025-11-30 19:37:34.954925,2025-11-30 19:37:35.584473,0.629548,hit,1764531455.5844731,-1.0,exhalation
47,left,0.1,2025-11-30 19:37:36.954925,2025-11-30 19:37:37.584178,0.629254,hit,1764531457.584178,-1.0,exhalation
48,left,0.05,2025-11-30 19:37:41.954925,2025-11-30 19:37:42.596298,0.641373,hit,1764531462.596298,-1.0,exhalation
49,right,0.1,2025-11-30 19:37:43.954925,2025-11-30 19:37:44.558519,0.603594,hit,1764531464.5585191,1.0,inhalation
50,right,0.1,2025-11-30 19:37:50.954925,2025-11-30 19:37:51.567115,0.61219,hit,1764531471.567115,-1.0,exhalation
51,right,0.05,2025-11-30 19:37:57.954925,2025-11-30 19:37:58.570444,0.615519,hit,1764531478.570444,-1.0,exhalation
52,right,0.05,2025-11-30 19:38:01.954925,2025-11-30 19:38:02.578361,0.623436,hit,1764531482.578361,-1.0,exhalation
53,left,0.15,2025-11-30 19:38:05.954925,2025-11-30 19:38:06.550753,0.595828,hit,1764531486.550753,-1.0,exhalation
54,left,0.05,2025-11-30 19:38:10.954925,2025-11-30 19:38:11.544030,0.589105,hit,1764531491.54403,1.0,inhalation
55,right,0.05,2025-11-30 19:38:12.954925,2025-11-30 19:38:13.574038,0.619113,hit,1764531493.574038,-1.0,exhalation
56,right,0.15,2025-11-30 19:38:17.954925,2025-11-30 19:38:18.546109,0.591184,hit,1764531498.546109,1.0,inhalation
57,right,0.1,2025-11-30 19:38:19.954925,2025-11-30 19:38:20.536004,0.581079,hit,1764531500.536004,1.0,inhalation
58,right,0.05,2025-11-30 19:38:24.954925,2025-11-30 19:38:25.554170,0.599245,hit,1764531505.5541701,-1.0,exhalation
59,right,0.05,2025-11-30 19:38:28.954925,2025-11-30 19:38:29.576869,0.621944,hit,1764531509.576869,1.0,inhalation
60,right,0.05,2025-11-30 19:38:33.954925,2025-11-30 19:38:34.558549,0.603624,hit,1764531514.558549,1.0,inhalation
61,right,0.1,2025-11-30 19:38:35.954925,2025-11-30 19:38:36.520829,0.565905,hit,1764531516.520829,1.0,inhalation
62,left,0.15,2025-11-30 19:38:40.954925,2025-11-30 19:38:41.545345,0.59042,hit,1764531521.545345,1.0,inhalation
63,left,0.1,2025-11-30 19:38:42.954925,2025-11-30 19:38:43.551574,0.59665,hit,1764531523.551574,1.0,inhalation
64,right,0.1,2025-11-30 19:38:47.954925,2025-11-30 19:38:48.548759,0.593834,hit,1764531528.548759,-1.0,exhalation
65,left,0.15,2025-11-30 19:38:52.954925,2025-11-30 19:38:53.568793,0.613868,hit,1764531533.568793,1.0,inhalation
66,left,0.15,2025-11-30 19:38:59.954925,2025-11-30 19:39:00.549675,0.59475,hit,1764531540.549675,1.0,inhalation
67,right,0.05,2025-11-30 19:39:04.954925,2025-11-30 19:39:05.571120,0.616195,hit,1764531545.57112,1.0,inhalation
68,right,0.1,2025-11-30 19:39:06.954925,2025-11-30 19:39:07.583498,0.628573,hit,1764531547.583498,-1.0,exhalation
69,right,0.1,2025-11-30 19:39:13.954925,2025-11-30 19:39:14.548172,0.593247,hit,1764531554.548172,-1.0,exhalation
70,left,0.1,2025-11-30 19:39:15.954925,2025-11-30 19:39:16.555397,0.600472,hit,1764531556.555397,-1.0,exhalation
71,left,0.15,2025-11-30 19:39:17.954925,2025-11-30 19:39:18.542757,0.587832,hit,1764531558.542757,1.0,inhalation
72,right,0.15,2025-11-30 19:39:22.954925,2025-11-30 19:39:23.532020,0.577096,hit,1764531563.5320199,-1.0,exhalation
73,left,0.15,2025-11-30 19:39:29.954925,2025-11-30 19:39:30.607601,0.652676,hit,1764531570.607601,-1.0,exhalation
74,right,0.15,2025-11-30 19:39:31.954925,2025-11-30 19:39:32.492503,0.537578,hit,1764531572.492503,-1.0,exhalation
75,left,0.15,2025-11-30 19:39:33.954925,2025-11-30 19:39:34.491054,0.53613,hit,1764531574.491054,-1.0,exhalation
76,left,0.05,2025-11-30 19:39:35.954925,2025-11-30 19:39:36.523300,0.568375,hit,1764531576.5233002,-1.0,exhalation
77,left,0.15,2025-11-30 19:39:42.954925,2025-11-30 19:39:43.588765,0.633841,hit,1764531583.588765,1.0,inhalation
78,right,0.15,2025-11-30 19:39:49.954925,2025-11-30 19:39:50.536225,0.5813,hit,1764531590.536225,-1.0,exhalation
79,right,0.15,2025-11-30 19:39:54.954925,2025-11-30 19:39:55.553579,0.598655,hit,1764531595.553579,-1.0,exhalation
80,left,0.05,2025-11-30 19:39:58.954925,2025-11-30 19:39:59.583458,0.628533,hit,1764531599.583458,-1.0,exhalation
81,left,0.15,2025-11-30 19:40:05.954925,2025-11-30 19:40:06.605753,0.650828,hit,1764531606.6057532,-1.0,exhalation
82,left,0.05,2025-11-30 19:40:09.954925,2025-11-30 19:40:10.566464,0.611539,hit,1764531610.566464,-1.0,exhalation
83,right,0.1,2025-11-30 19:40:16.954925,2025-11-30 19:40:17.586949,0.632024,hit,1764531617.586949,1.0,inhalation
84,left,0.1,2025-11-30 19:40:21.954925,2025-11-30 19:40:22.627397,0.672472,hit,1764531622.627397,1.0,inhalation
85,right,0.15,2025-11-30 19:40:25.954925,2025-11-30 19:40:26.552330,0.597406,hit,1764531626.55233,1.0,inhalation
86,left,0.05,2025-11-30 19:40:32.954925,2025-11-30 19:40:33.561557,0.606632,hit,1764531633.561557,-1.0,exhalation
87,left,0.05,2025-11-30 19:40:37.954925,2025-11-30 19:40:38.557825,0.602901,hit,1764531638.557825,-1.0,exhalation
88,right,0.1,2025-11-30 19:40:39.954925,2025-11-30 19:40:40.568090,0.613165,hit,1764531640.5680902,-1.0,exhalation
89,right,0.15,2025-11-30 19:40:46.954925,2025-11-30 19:40:47.771257,0.816333,hit,1764531647.7712572,1.0,inhalation
90,right,0.1,2025-11-30 19:40:48.954925,2025-11-30 19:40:49.522637,0.567713,hit,1764531649.5226371,-1.0,exhalation
91,left,0.05,2025-11-30 19:40:50.954925,2025-11-30 19:40:51.551265,0.596341,hit,1764531651.551265,-1.0,exhalation
92,right,0.15,2025-11-30 19:40:55.954925,2025-11-30 19:40:56.612122,0.657197,hit,1764531656.612122,-1.0,exhalation
93,left,0.05,2025-11-30 19:41:02.954925,2025-11-30 19:41:03.585654,0.630729,hit,1764531663.585654,1.0,inhalation
94,right,0.05,2025-11-30 19:41:06.954925,2025-11-30 19:41:07.537813,0.582888,hit,1764531667.537813,-1.0,exhalation
95,right,0.15,2025-11-30 19:41:08.954925,2025-11-30 19:41:09.532225,0.577301,hit,1764531669.5322251,1.0,inhalation
96,right,0.15,2025-11-30 19:41:10.954925,2025-11-30 19:41:11.510878,0.555953,hit,1764531671.5108778,-1.0,exhalation
97,left,0.05,2025-11-30 19:41:15.954925,2025-11-30 19:41:16.544662,0.589738,hit,1764531676.544662,-1.0,exhalation
98,left,0.15,2025-11-30 19:41:19.954925,2025-11-30 19:41:20.524565,0.569641,hit,1764531680.524565,-1.0,exhalation
99,left,0.1,2025-11-30 19:41:21.954925,2025-11-30 19:41:22.529293,0.574368,hit,1764531682.529293,-1.0,exhalation
100,left,0.05,2025-11-30 19:41:26.954925,2025-11-30 19:41:27.569643,0.614718,hit,1764531687.569643,-1.0,exhalation
101,left,0.1,2025-11-30 19:41:33.954925,2025-11-30 19:41:34.588401,0.633476,hit,1764531694.5884008,-1.0,exhalation
102,left,0.1,2025-11-30 19:41:35.954925,2025-11-30 19:41:36.566857,0.611932,hit,1764531696.5668569,-1.0,exhalation
103,right,0.15,2025-11-30 19:41:42.954925,2025-11-30 19:41:43.572061,0.617137,hit,1764531703.5720608,-1.0,exhalation
104,right,0.1,2025-11-30 19:41:49.954925,2025-11-30 19:41:50.778603,0.823678,hit,1764531710.778603,1.0,inhalation
105,right,0.1,2025-11-30 19:41:56.954925,2025-11-30 19:41:57.580335,0.62541,hit,1764531717.5803351,-1.0,exhalation
106,right,0.1,2025-11-30 19:42:03.954925,2025-11-30 19:42:04.603169,0.648244,hit,1764531724.603169,1.0,inhalation
107,right,0.05,2025-11-30 19:42:05.954925,2025-11-30 19:42:06.586984,0.63206,hit,1764531726.586984,-1.0,exhalation
108,left,0.05,2025-11-30 19:42:12.954925,2025-11-30 19:42:13.584137,0.629213,hit,1764531733.584137,-1.0,exhalation
109,left,0.15,2025-11-30 19:42:16.954925,2025-11-30 19:42:17.582959,0.628035,hit,1764531737.5829592,1.0,inhalation
110,left,0.15,2025-11-30 19:42:18.954925,2025-11-30 19:42:19.543404,0.588479,hit,1764531739.543404,-1.0,exhalation
111,left,0.15,2025-11-30 19:42:23.954925,2025-11-30 19:42:24.557658,0.602733,hit,1764531744.5576582,-1.0,exhalation
112,left,0.05,2025-11-30 19:42:27.954925,2025-11-30 19:42:28.536043,0.581118,hit,1764531748.536043,1.0,inhalation
113,left,0.05,2025-11-30 19:42:29.954925,2025-11-30 19:42:30.533825,0.5789,hit,1764531750.533825,-1.0,exhalation
114,left,0.15,2025-11-30 19:42:33.954925,2025-11-30 19:42:34.530492,0.575567,hit,1764531754.5304918,-1.0,exhalation
115,left,0.05,2025-11-30 19:42:38.954925,2025-11-30 19:42:39.553980,0.599055,hit,1764531759.5539799,-1.0,exhalation
116,right,0.05,2025-11-30 19:42:45.954925,2025-11-30 19:42:46.581147,0.626222,hit,1764531766.581147,1.0,inhalation
117,right,0.05,2025-11-30 19:42:52.954925,2025-11-30 19:42:53.568128,0.613204,hit,1764531773.568128,1.0,inhalation
118,right,0.05,2025-11-30 19:42:54.954925,2025-11-30 19:42:55.537647,0.582722,hit,1764531775.537647,-1.0,exhalation
119,left,0.05,2025-11-30 19:43:01.954925,2025-11-30 19:43:02.569270,0.614346,hit,1764531782.5692701,1.0,inhalation
120,left,0.1,2025-11-30 19:43:08.954925,2025-11-30 19:43:09.624112,0.669187,hit,1764531789.6241121,-1.0,exhalation
121,right,0.1,2025-11-30 19:43:10.954925,2025-11-30 19:43:11.553751,0.598827,hit,1764531791.553751,-1.0,exhalation
122,left,0.05,2025-11-30 19:43:17.954925,2025-11-30 19:43:18.612607,0.657683,hit,1764531798.612607,-1.0,exhalation
123,left,0.1,2025-11-30 19:43:19.954925,2025-11-30 19:43:20.547185,0.592261,hit,1764531800.547185,1.0,inhalation
124,right,0.1,2025-11-30 19:43:26.954925,2025-11-30 19:43:27.588830,0.633905,hit,1764531807.58883,-1.0,exhalation
125,left,0.1,2025-11-30 19:43:30.954925,2025-11-30 19:43:31.560271,0.605346,hit,1764531811.560271,-1.0,exhalation
126,right,0.1,2025-11-30 19:43:32.954925,2025-11-30 19:43:33.520501,0.565576,hit,1764531813.520501,-1.0,exhalation
