trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,response_ts_sec,resp_phase,resp_phase_label
47,left,0.1,2025-11-30 12:02:29.676121,2025-11-30 12:02:30.172009,0.495888,hit,1764504150.172009,1.0,inhalation
48,left,0.05,2025-11-30 12:02:34.676121,2025-11-30 12:02:35.219455,0.543333,hit,1764504155.219455,-1.0,exhalation
49,right,0.1,2025-11-30 12:02:36.676121,2025-11-30 12:02:37.216910,0.540788,hit,1764504157.2169101,1.0,inhalation
50,right,0.1,2025-11-30 12:02:43.676121,2025-11-30 12:02:44.245394,0.569272,hit,1764504164.245394,-1.0,exhalation
51,right,0.05,2025-11-30 12:02:50.676121,2025-11-30 12:02:51.152583,0.476461,hit,1764504171.152583,-1.0,exhalation
52,right,0.05,2025-11-30 12:02:54.676121,2025-11-30 12:02:55.193283,0.517162,hit,1764504175.193283,1.0,inhalation
53,left,0.15,2025-11-30 12:02:58.676121,2025-11-30 12:02:59.173556,0.497434,hit,1764504179.1735559,-1.0,exhalation
54,left,0.05,2025-11-30 12:03:03.676121,2025-11-30 12:03:04.203293,0.527172,hit,1764504184.2032928,-1.0,exhalation
55,right,0.05,2025-11-30 12:03:05.676121,2025-11-30 12:03:06.185499,0.509378,hit,1764504186.185499,1.0,inhalation
56,right,0.15,2025-11-30 12:03:10.676121,2025-11-30 12:03:11.152119,0.475998,hit,1764504191.152119,1.0,inhalation
57,right,0.1,2025-11-30 12:03:12.676121,2025-11-30 12:03:13.207958,0.531836,hit,1764504193.207958,1.0,inhalation
58,right,0.05,2025-11-30 12:03:17.676121,2025-11-30 12:03:18.191144,0.515022,hit,1764504198.191144,1.0,inhalation
59,right,0.05,2025-11-30 12:03:21.676121,2025-11-30 12:03:22.211191,0.535069,hit,1764504202.211191,1.0,inhalation
60,right,0.05,2025-11-30 12:03:26.676121,2025-11-30 12:03:27.218755,0.542634,hit,1764504207.218755,1.0,inhalation
61,right,0.1,2025-11-30 12:03:28.676121,2025-11-30 12:03:29.381257,0.705136,hit,1764504209.381257,-1.0,exhalation
62,left,0.15,2025-11-30 12:03:33.676121,2025-11-30 12:03:34.269990,0.593869,hit,1764504214.26999,-1.0,exhalation
63,left,0.1,2025-11-30 12:03:35.676121,2025-11-30 12:03:36.156337,0.480216,hit,1764504216.1563368,1.0,inhalation
64,right,0.1,2025-11-30 12:03:40.676121,2025-11-30 12:03:41.266831,0.590709,hit,1764504221.2668312,1.0,inhalation
65,left,0.15,2025-11-30 12:03:45.676121,2025-11-30 12:03:46.318513,0.642391,hit,1764504226.318513,-1.0,exhalation
66,left,0.15,2025-11-30 12:03:52.676121,2025-11-30 12:03:53.255736,0.579614,hit,1764504233.255736,1.0,inhalation
67,right,0.05,2025-11-30 12:03:57.676121,2025-11-30 12:03:58.212633,0.536512,hit,1764504238.2126331,1.0,inhalation
68,right,0.1,2025-11-30 12:03:59.676121,2025-11-30 12:04:00.236466,0.560344,hit,1764504240.236466,-1.0,exhalation
69,right,0.1,2025-11-30 12:04:06.676121,2025-11-30 12:04:07.286351,0.61023,hit,1764504247.2863512,1.0,inhalation
70,left,0.1,2025-11-30 12:04:08.676121,2025-11-30 12:04:09.242759,0.566637,hit,1764504249.242759,-1.0,exhalation
71,left,0.15,2025-11-30 12:04:10.676121,2025-11-30 12:04:11.198507,0.522386,hit,1764504251.198507,1.0,inhalation
72,right,0.15,2025-11-30 12:04:15.676121,2025-11-30 12:04:16.220493,0.544371,hit,1764504256.220493,-1.0,exhalation
73,left,0.15,2025-11-30 12:04:22.676121,2025-11-30 12:04:23.273612,0.597491,hit,1764504263.273612,1.0,inhalation
74,right,0.15,2025-11-30 12:04:24.676121,2025-11-30 12:04:25.188951,0.512829,hit,1764504265.188951,-1.0,exhalation
75,left,0.15,2025-11-30 12:04:26.676121,2025-11-30 12:04:27.161125,0.485004,hit,1764504267.1611252,1.0,inhalation
76,left,0.05,2025-11-30 12:04:28.676121,2025-11-30 12:04:29.295189,0.619068,hit,1764504269.295189,-1.0,exhalation
77,left,0.15,2025-11-30 12:04:35.676121,2025-11-30 12:04:36.197335,0.521214,hit,1764504276.197335,-1.0,exhalation
78,right,0.15,2025-11-30 12:04:42.676121,2025-11-30 12:04:43.192698,0.516576,hit,1764504283.192698,-1.0,exhalation
79,right,0.15,2025-11-30 12:04:47.676121,2025-11-30 12:04:48.348463,0.672341,hit,1764504288.348463,1.0,inhalation
80,left,0.05,2025-11-30 12:04:51.676121,2025-11-30 12:04:52.165915,0.489794,hit,1764504292.1659148,1.0,inhalation
81,left,0.15,2025-11-30 12:04:58.676121,2025-11-30 12:04:59.246793,0.570671,hit,1764504299.246793,-1.0,exhalation
82,left,0.05,2025-11-30 12:05:02.676121,2025-11-30 12:05:03.246144,0.570023,hit,1764504303.246144,-1.0,exhalation
83,right,0.1,2025-11-30 12:05:09.676121,2025-11-30 12:05:10.266000,0.589879,hit,1764504310.2659998,-1.0,exhalation
84,left,0.1,2025-11-30 12:05:14.676121,2025-11-30 12:05:15.158867,0.482746,hit,1764504315.158867,1.0,inhalation
85,right,0.15,2025-11-30 12:05:18.676121,2025-11-30 12:05:19.217212,0.54109,hit,1764504319.217212,1.0,inhalation
86,left,0.05,2025-11-30 12:05:25.676121,2025-11-30 12:05:26.187809,0.511687,hit,1764504326.187809,1.0,inhalation
87,left,0.05,2025-11-30 12:05:30.676121,2025-11-30 12:05:31.247056,0.570934,hit,1764504331.2470558,-1.0,exhalation
88,right,0.1,2025-11-30 12:05:32.676121,2025-11-30 12:05:33.227832,0.551711,hit,1764504333.227832,1.0,inhalation
89,right,0.15,2025-11-30 12:05:39.676121,2025-11-30 12:05:40.241143,0.565022,hit,1764504340.241143,1.0,inhalation
90,right,0.1,2025-11-30 12:05:41.676121,2025-11-30 12:05:42.233431,0.55731,hit,1764504342.233431,-1.0,exhalation
91,left,0.05,2025-11-30 12:05:43.676121,2025-11-30 12:05:44.216263,0.540142,hit,1764504344.2162628,1.0,inhalation
92,right,0.15,2025-11-30 12:05:48.676121,2025-11-30 12:05:49.285465,0.609343,hit,1764504349.285465,1.0,inhalation
93,left,0.05,2025-11-30 12:05:55.676121,2025-11-30 12:05:56.257770,0.581648,hit,1764504356.25777,1.0,inhalation
94,right,0.05,2025-11-30 12:05:59.676121,2025-11-30 12:06:00.230408,0.554287,hit,1764504360.230408,-1.0,exhalation
95,right,0.15,2025-11-30 12:06:01.676121,2025-11-30 12:06:02.292584,0.616463,hit,1764504362.292584,-1.0,exhalation
96,right,0.15,2025-11-30 12:06:03.676121,2025-11-30 12:06:04.240584,0.564463,hit,1764504364.240584,1.0,inhalation
97,left,0.05,2025-11-30 12:06:08.676121,2025-11-30 12:06:09.402986,0.726864,hit,1764504369.402986,-1.0,exhalation
98,left,0.15,2025-11-30 12:06:12.676121,2025-11-30 12:06:13.195974,0.519852,hit,1764504373.1959739,-1.0,exhalation
99,left,0.1,2025-11-30 12:06:14.676121,2025-11-30 12:06:15.201691,0.525569,hit,1764504375.201691,1.0,inhalation
100,left,0.05,2025-11-30 12:06:19.676121,2025-11-30 12:06:20.310349,0.634228,hit,1764504380.310349,-1.0,exhalation
101,left,0.1,2025-11-30 12:06:26.676121,2025-11-30 12:06:27.311520,0.635398,hit,1764504387.31152,-1.0,exhalation
102,left,0.1,2025-11-30 12:06:28.676121,2025-11-30 12:06:29.248939,0.572818,hit,1764504389.248939,1.0,inhalation
103,right,0.15,2025-11-30 12:06:35.676121,2025-11-30 12:06:36.219544,0.543423,hit,1764504396.2195442,-1.0,exhalation
104,right,0.1,2025-11-30 12:06:42.676121,2025-11-30 12:06:43.287242,0.61112,hit,1764504403.287242,-1.0,exhalation
105,right,0.1,2025-11-30 12:06:49.676121,2025-11-30 12:06:50.220857,0.544736,hit,1764504410.2208571,-1.0,exhalation
106,right,0.1,2025-11-30 12:06:56.676121,2025-11-30 12:06:57.273024,0.596903,hit,1764504417.273024,1.0,inhalation
107,right,0.05,2025-11-30 12:06:58.676121,2025-11-30 12:06:59.357353,0.681231,hit,1764504419.357353,-1.0,exhalation
108,left,0.05,2025-11-30 12:07:05.676121,2025-11-30 12:07:06.287979,0.611858,hit,1764504426.2879791,1.0,inhalation
109,left,0.15,2025-11-30 12:07:09.676121,2025-11-30 12:07:10.300233,0.624112,hit,1764504430.300233,1.0,inhalation
110,left,0.15,2025-11-30 12:07:11.676121,2025-11-30 12:07:12.270570,0.594449,hit,1764504432.27057,1.0,inhalation
111,left,0.15,2025-11-30 12:07:16.676121,2025-11-30 12:07:17.285811,0.60969,hit,1764504437.285811,1.0,inhalation
112,left,0.05,2025-11-30 12:07:20.676121,2025-11-30 12:07:21.205785,0.529664,hit,1764504441.205785,-1.0,exhalation
113,left,0.05,2025-11-30 12:07:22.676121,2025-11-30 12:07:23.305527,0.629406,hit,1764504443.305527,1.0,inhalation
114,left,0.15,2025-11-30 12:07:26.676121,2025-11-30 12:07:27.230681,0.554559,hit,1764504447.2306812,-1.0,exhalation
115,left,0.05,2025-11-30 12:07:31.676121,2025-11-30 12:07:32.314680,0.638559,hit,1764504452.31468,1.0,inhalation
116,right,0.05,2025-11-30 12:07:38.676121,2025-11-30 12:07:39.279787,0.603666,hit,1764504459.279787,1.0,inhalation
117,right,0.05,2025-11-30 12:07:45.676121,2025-11-30 12:07:46.326217,0.650095,hit,1764504466.326217,-1.0,exhalation
118,right,0.05,2025-11-30 12:07:47.676121,2025-11-30 12:07:48.276896,0.600775,hit,1764504468.276896,1.0,inhalation
119,left,0.05,2025-11-30 12:07:54.676121,2025-11-30 12:07:55.254396,0.578275,hit,1764504475.254396,1.0,inhalation
120,left,0.1,2025-11-30 12:08:01.676121,2025-11-30 12:08:02.229947,0.553826,hit,1764504482.2299469,-1.0,exhalation
121,right,0.1,2025-11-30 12:08:03.676121,2025-11-30 12:08:04.238757,0.562635,hit,1764504484.2387571,1.0,inhalation
122,left,0.05,2025-11-30 12:08:10.676121,2025-11-30 12:08:11.312337,0.636216,hit,1764504491.312337,1.0,inhalation
123,left,0.1,2025-11-30 12:08:12.676121,2025-11-30 12:08:13.277774,0.601653,hit,1764504493.277774,-1.0,exhalation
124,right,0.1,2025-11-30 12:08:19.676121,2025-11-30 12:08:20.222974,0.546853,hit,1764504500.222974,-1.0,exhalation
125,left,0.1,2025-11-30 12:08:23.676121,2025-11-30 12:08:24.263294,0.587172,hit,1764504504.263294,-1.0,exhalation
126,right,0.1,2025-11-30 12:08:25.676121,2025-11-30 12:08:26.270800,0.594678,hit,1764504506.2707999,1.0,inhalation
