trial,side,volume,scheduled_timestamp_utc,response_timestamp_utc,RT_seconds,resp_status,response_ts_sec,resp_phase_deg,resp_phase_label,participant_id
20,right,0.1,2025-11-30 11:42:38.011329,2025-11-30 11:42:38.463262,0.451934,hit,1764502958.4632618,194.2173262843479,exhalation,P001
21,right,0.1,2025-11-30 11:42:40.011329,2025-11-30 11:42:40.441934,0.430605,hit,1764502960.441934,280.951375457986,inhalation,P001
22,right,0.15,2025-11-30 11:42:42.011329,2025-11-30 11:42:42.413430,0.402101,hit,1764502962.41343,179.02666586784545,exhalation,P001
23,left,0.15,2025-11-30 11:42:44.011329,2025-11-30 11:42:44.626452,0.615124,hit,1764502964.626452,61.00781710166007,inhalation,P001
24,right,0.05,2025-11-30 11:42:51.011329,2025-11-30 11:42:51.434902,0.423574,hit,1764502971.434902,199.77388836063204,exhalation,P001
25,left,0.15,2025-11-30 11:42:56.011329,2025-11-30 11:42:56.589827,0.578498,hit,1764502976.589827,157.31646333024275,exhalation,P001
26,left,0.1,2025-11-30 11:43:00.011329,2025-11-30 11:43:00.459786,0.448457,hit,1764502980.459786,336.4794818259771,inhalation,P001
27,right,0.15,2025-11-30 11:43:02.011329,2025-11-30 11:43:02.528395,0.517066,hit,1764502982.528395,117.06941278225136,exhalation,P001
28,right,0.15,2025-11-30 11:43:04.011329,2025-11-30 11:43:04.467628,0.456299,hit,1764502984.467628,181.352628587374,exhalation,P001
29,left,0.05,2025-11-30 11:43:08.011329,2025-11-30 11:43:08.518165,0.506836,hit,1764502988.5181649,3.905205745100545,inhalation,P001
30,right,0.05,2025-11-30 11:43:15.011329,2025-11-30 11:43:15.519354,0.508025,hit,1764502995.519354,272.4873459847368,inhalation,P001
31,left,0.05,2025-11-30 11:43:22.011329,2025-11-30 11:43:22.454716,0.443387,hit,1764503002.454716,162.22267299034138,exhalation,P001
32,right,0.05,2025-11-30 11:43:29.011329,2025-11-30 11:43:29.460341,0.449012,hit,1764503009.460341,275.22094105851176,inhalation,P001
33,right,0.05,2025-11-30 11:43:31.011329,2025-11-30 11:43:31.643474,0.632145,hit,1764503011.643474,110.60572403805024,exhalation,P001
34,right,0.15,2025-11-30 11:43:36.011329,2025-11-30 11:43:36.561552,0.550223,hit,1764503016.5615518,100.10058217431568,exhalation,P001
35,right,0.05,2025-11-30 11:43:38.011329,2025-11-30 11:43:38.546963,0.535634,hit,1764503018.546963,161.6950065783399,exhalation,P001
36,right,0.15,2025-11-30 11:43:42.011329,2025-11-30 11:43:42.499907,0.488578,hit,1764503022.499907,345.1276411899087,inhalation,P001
37,left,0.1,2025-11-30 11:43:47.011329,2025-11-30 11:43:47.470496,0.459168,hit,1764503027.470496,250.8622353556478,exhalation,P001
38,left,0.1,2025-11-30 11:43:51.011329,2025-11-30 11:43:51.522294,0.510965,hit,1764503031.522294,126.36613929058176,exhalation,P001
39,right,0.15,2025-11-30 11:43:58.011329,2025-11-30 11:43:58.594103,0.582774,hit,1764503038.594103,92.69168174222068,exhalation,P001
40,right,0.05,2025-11-30 11:44:05.011329,2025-11-30 11:44:05.738065,0.726737,hit,1764503045.738065,135.0544774240181,exhalation,P001
41,left,0.15,2025-11-30 11:44:09.011329,2025-11-30 11:44:09.765944,0.754615,hit,1764503049.765944,236.82154141839612,exhalation,P001
42,left,0.05,2025-11-30 11:44:14.011329,2025-11-30 11:44:14.654079,0.64275,hit,1764503054.654079,183.97381752854815,exhalation,P001
43,left,0.1,2025-11-30 11:44:19.011329,2025-11-30 11:44:19.580725,0.569397,hit,1764503059.580725,232.23183406574017,exhalation,P001
44,left,0.15,2025-11-30 11:44:26.011329,2025-11-30 11:44:26.575305,0.563977,hit,1764503066.575305,173.68966368087894,exhalation,P001
45,left,0.1,2025-11-30 11:44:28.011329,2025-11-30 11:44:28.675146,0.663818,hit,1764503068.675146,279.3215848849081,inhalation,P001
46,right,0.1,2025-11-30 11:44:33.011329,2025-11-30 11:44:33.643529,0.632201,hit,1764503073.643529,265.9257215988571,exhalation,P001
47,left,0.1,2025-11-30 11:44:35.011329,2025-11-30 11:44:35.689501,0.678172,hit,1764503075.689501,114.75477980577924,exhalation,P001
48,left,0.05,2025-11-30 11:44:40.011329,2025-11-30 11:44:40.562959,0.55163,hit,1764503080.5629592,20.664126913876032,inhalation,P001
49,right,0.1,2025-11-30 11:44:42.011329,2025-11-30 11:44:42.577032,0.565703,hit,1764503082.577032,137.04214446322737,exhalation,P001
50,right,0.1,2025-11-30 11:44:49.011329,2025-11-30 11:44:49.612709,0.60138,hit,1764503089.612709,47.003758753902616,inhalation,P001
51,right,0.05,2025-11-30 11:44:56.011329,2025-11-30 11:44:56.638655,0.627326,hit,1764503096.638655,346.57991458345134,inhalation,P001
52,right,0.05,2025-11-30 11:45:00.011329,2025-11-30 11:45:00.614948,0.603619,hit,1764503100.614948,258.3845924320636,exhalation,P001
53,left,0.15,2025-11-30 11:45:04.011329,2025-11-30 11:45:04.563581,0.552252,hit,1764503104.563581,174.65262422064677,exhalation,P001
54,left,0.05,2025-11-30 11:45:09.011329,2025-11-30 11:45:09.689994,0.678665,hit,1764503109.689994,199.74586791725417,exhalation,P001
55,right,0.05,2025-11-30 11:45:11.011329,2025-11-30 11:45:11.689679,0.67835,hit,1764503111.6896791,8.110706925253396,inhalation,P001
56,right,0.15,2025-11-30 11:45:16.011329,2025-11-30 11:45:16.915458,0.904129,hit,1764503116.915458,213.0293296742332,exhalation,P001
57,right,0.1,2025-11-30 11:45:18.011329,2025-11-30 11:45:18.856806,0.845477,hit,1764503118.8568058,282.4647828558391,inhalation,P001
58,right,0.05,2025-11-30 11:45:23.011329,2025-11-30 11:45:23.702594,0.691266,hit,1764503123.702594,12.286578021204376,inhalation,P001
59,right,0.05,2025-11-30 11:45:27.011329,2025-11-30 11:45:27.523567,0.512239,hit,1764503127.5235672,98.30005534450125,exhalation,P001
60,right,0.05,2025-11-30 11:45:32.011329,2025-11-30 11:45:32.565587,0.554258,hit,1764503132.565587,331.66256391007914,inhalation,P001
61,right,0.1,2025-11-30 11:45:34.011329,2025-11-30 11:45:34.620915,0.609586,hit,1764503134.620915,125.29742686716712,exhalation,P001
62,left,0.15,2025-11-30 11:45:39.011329,2025-11-30 11:45:39.589884,0.578556,hit,1764503139.5898838,151.0719117121983,exhalation,P001
63,left,0.1,2025-11-30 11:45:41.011329,2025-11-30 11:45:41.593970,0.582641,hit,1764503141.5939698,209.8158429915681,exhalation,P001
64,right,0.1,2025-11-30 11:45:46.011329,2025-11-30 11:45:46.577610,0.566281,hit,1764503146.57761,200.8189955319015,exhalation,P001
65,left,0.15,2025-11-30 11:45:51.011329,2025-11-30 11:45:51.666488,0.65516,hit,1764503151.6664882,183.5048523224101,exhalation,P001
66,left,0.15,2025-11-30 11:45:58.011329,2025-11-30 11:45:58.668674,0.657345,hit,1764503158.668674,185.9756336308044,exhalation,P001
67,right,0.05,2025-11-30 11:46:03.011329,2025-11-30 11:46:03.600425,0.589096,hit,1764503163.600425,174.38762887721515,exhalation,P001
68,right,0.1,2025-11-30 11:46:05.011329,2025-11-30 11:46:05.598006,0.586677,hit,1764503165.598006,324.0494192145769,inhalation,P001
69,right,0.1,2025-11-30 11:46:12.011329,2025-11-30 11:46:12.539858,0.52853,hit,1764503172.539858,349.0618604623263,inhalation,P001
70,left,0.1,2025-11-30 11:46:14.011329,2025-11-30 11:46:14.627558,0.616229,hit,1764503174.627558,97.54802436637095,exhalation,P001
71,left,0.15,2025-11-30 11:46:16.011329,2025-11-30 11:46:16.674555,0.663226,hit,1764503176.6745548,148.892239272986,exhalation,P001
72,right,0.15,2025-11-30 11:46:21.011329,2025-11-30 11:46:21.557759,0.54643,hit,1764503181.557759,277.7512139793712,inhalation,P001
73,left,0.15,2025-11-30 11:46:28.011329,2025-11-30 11:46:28.602685,0.591356,hit,1764503188.602685,104.29687827716334,exhalation,P001
74,right,0.15,2025-11-30 11:46:30.011329,2025-11-30 11:46:30.638156,0.626828,hit,1764503190.638156,196.20317102657185,exhalation,P001
75,left,0.15,2025-11-30 11:46:32.011329,2025-11-30 11:46:32.603222,0.591893,hit,1764503192.603222,309.1809891675947,inhalation,P001
76,left,0.05,2025-11-30 11:46:34.011329,2025-11-30 11:46:34.582799,0.57147,hit,1764503194.5827992,121.57498496438934,exhalation,P001
77,left,0.15,2025-11-30 11:46:41.011329,2025-11-30 11:46:41.667017,0.655689,hit,1764503201.667017,181.96552829887943,exhalation,P001
78,right,0.15,2025-11-30 11:46:48.011329,2025-11-30 11:46:48.661121,0.649793,hit,1764503208.6611211,203.26011170149275,exhalation,P001
79,right,0.15,2025-11-30 11:46:53.011329,2025-11-30 11:46:53.736362,0.725034,hit,1764503213.736362,202.03083307000605,exhalation,P001
80,left,0.05,2025-11-30 11:46:57.011329,2025-11-30 11:46:57.593387,0.582058,hit,1764503217.5933871,142.0730930589978,exhalation,P001
81,left,0.15,2025-11-30 11:47:04.011329,2025-11-30 11:47:04.676935,0.665606,hit,1764503224.676935,173.51841743771251,exhalation,P001
82,left,0.05,2025-11-30 11:47:08.011329,2025-11-30 11:47:08.580951,0.569623,hit,1764503228.580951,18.103978698778576,inhalation,P001
83,right,0.1,2025-11-30 11:47:15.011329,2025-11-30 11:47:15.596619,0.585291,hit,1764503235.596619,128.13126827448775,exhalation,P001
84,left,0.1,2025-11-30 11:47:20.011329,2025-11-30 11:47:20.647478,0.63615,hit,1764503240.647478,8.332396866292981,inhalation,P001
85,right,0.15,2025-11-30 11:47:24.011329,2025-11-30 11:47:24.584165,0.572837,hit,1764503244.584165,181.71805192157592,exhalation,P001
86,left,0.05,2025-11-30 11:47:31.011329,2025-11-30 11:47:31.600861,0.589533,hit,1764503251.6008608,153.76145374829036,exhalation,P001
87,left,0.05,2025-11-30 11:47:36.011329,2025-11-30 11:47:36.696767,0.685438,hit,1764503256.696767,8.64237072276859,inhalation,P001
88,right,0.1,2025-11-30 11:47:38.011329,2025-11-30 11:47:38.835441,0.824112,hit,1764503258.8354409,204.10706845298145,exhalation,P001
89,right,0.15,2025-11-30 11:47:45.011329,2025-11-30 11:47:45.674364,0.663035,hit,1764503265.674364,31.819494222783987,inhalation,P001
90,right,0.1,2025-11-30 11:47:47.011329,2025-11-30 11:47:47.659646,0.648317,hit,1764503267.659646,276.19278528587665,inhalation,P001
91,left,0.05,2025-11-30 11:47:49.011329,2025-11-30 11:47:49.635367,0.624038,hit,1764503269.635367,19.50104650770254,inhalation,P001
92,right,0.15,2025-11-30 11:47:54.011329,2025-11-30 11:47:54.557214,0.545886,hit,1764503274.557214,43.61780893892672,inhalation,P001
93,left,0.05,2025-11-30 11:48:01.011329,2025-11-30 11:48:01.614760,0.603431,hit,1764503281.61476,125.28366698522878,exhalation,P001
94,right,0.05,2025-11-30 11:48:05.011329,2025-11-30 11:48:05.617230,0.605901,hit,1764503285.6172302,14.321533310223458,inhalation,P001
95,right,0.15,2025-11-30 11:48:07.011329,2025-11-30 11:48:07.597975,0.586646,hit,1764503287.597975,192.7529317218941,exhalation,P001
96,right,0.15,2025-11-30 11:48:09.011329,2025-11-30 11:48:09.501258,0.489929,hit,1764503289.501258,21.376818104642325,inhalation,P001
97,left,0.05,2025-11-30 11:48:14.011329,2025-11-30 11:48:14.604419,0.59309,hit,1764503294.604419,359.355334066464,inhalation,P001
98,left,0.15,2025-11-30 11:48:18.011329,2025-11-30 11:48:18.531907,0.520579,hit,1764503298.531907,163.46325893025505,exhalation,P001
99,left,0.1,2025-11-30 11:48:20.011329,2025-11-30 11:48:20.528665,0.517336,hit,1764503300.528665,218.08392037011603,exhalation,P001
100,left,0.05,2025-11-30 11:48:25.011329,2025-11-30 11:48:25.624352,0.613023,hit,1764503305.624352,138.49792859593106,exhalation,P001
101,left,0.1,2025-11-30 11:48:32.011329,2025-11-30 11:48:32.600928,0.589599,hit,1764503312.600928,191.43748409217707,exhalation,P001
102,left,0.1,2025-11-30 11:48:34.011329,2025-11-30 11:48:34.622006,0.610678,hit,1764503314.622006,321.9411145886992,inhalation,P001
103,right,0.15,2025-11-30 11:48:41.011329,2025-11-30 11:48:41.649141,0.637812,hit,1764503321.649141,110.09077937828354,exhalation,P001
104,right,0.1,2025-11-30 11:48:48.011329,2025-11-30 11:48:48.610454,0.599125,hit,1764503328.610454,164.0060347935309,exhalation,P001
105,right,0.1,2025-11-30 11:48:55.011329,2025-11-30 11:48:55.753413,0.742084,hit,1764503335.7534132,245.15586464798972,exhalation,P001
106,right,0.1,2025-11-30 11:49:02.011329,2025-11-30 11:49:02.542088,0.530759,hit,1764503342.542088,15.642539937909532,inhalation,P001
107,right,0.05,2025-11-30 11:49:04.011329,2025-11-30 11:49:04.595570,0.584241,hit,1764503344.5955698,128.26740724902297,exhalation,P001
108,left,0.05,2025-11-30 11:49:11.011329,2025-11-30 11:49:11.530335,0.519006,hit,1764503351.530335,166.894717739575,exhalation,P001
109,left,0.15,2025-11-30 11:49:15.011329,2025-11-30 11:49:15.541369,0.530041,hit,1764503355.5413692,128.0889067628407,exhalation,P001
110,left,0.15,2025-11-30 11:49:17.011329,2025-11-30 11:49:17.575258,0.56393,hit,1764503357.575258,222.60078235276077,exhalation,P001
111,left,0.15,2025-11-30 11:49:22.011329,2025-11-30 11:49:22.556540,0.545211,hit,1764503362.55654,192.9566256923997,exhalation,P001
112,left,0.05,2025-11-30 11:49:26.011329,2025-11-30 11:49:26.566610,0.555281,hit,1764503366.56661,4.475694882315338,inhalation,P001
113,left,0.05,2025-11-30 11:49:28.011329,2025-11-30 11:49:28.569714,0.558386,hit,1764503368.5697138,90.0,inhalation,P001
114,left,0.15,2025-11-30 11:49:32.011329,2025-11-30 11:49:32.552420,0.541091,hit,1764503372.55242,15.012309966210978,inhalation,P001
115,left,0.05,2025-11-30 11:49:37.011329,2025-11-30 11:49:37.629262,0.617934,hit,1764503377.629262,127.5698928043736,exhalation,P001
116,right,0.05,2025-11-30 11:49:44.011329,2025-11-30 11:49:44.686018,0.674689,hit,1764503384.686018,259.47424207311644,exhalation,P001
117,right,0.05,2025-11-30 11:49:51.011329,2025-11-30 11:49:51.573719,0.56239,hit,1764503391.573719,270.0,inhalation,P001
118,right,0.05,2025-11-30 11:49:53.011329,2025-11-30 11:49:53.602973,0.591644,hit,1764503393.602973,101.84263360098927,exhalation,P001
119,left,0.05,2025-11-30 11:50:00.011329,2025-11-30 11:50:00.611138,0.599809,hit,1764503400.611138,174.988205659333,exhalation,P001
120,left,0.1,2025-11-30 11:50:07.011329,2025-11-30 11:50:07.730297,0.718968,hit,1764503407.730297,5.006212796040018,inhalation,P001
121,right,0.1,2025-11-30 11:50:09.011329,2025-11-30 11:50:09.587238,0.575909,hit,1764503409.5872378,125.98855691419624,exhalation,P001
122,left,0.05,2025-11-30 11:50:16.011329,2025-11-30 11:50:16.584495,0.573166,hit,1764503416.584495,188.7194356372096,exhalation,P001
123,left,0.1,2025-11-30 11:50:18.011329,2025-11-30 11:50:18.670024,0.658695,hit,1764503418.670024,260.2512063479568,exhalation,P001
124,right,0.1,2025-11-30 11:50:25.011329,2025-11-30 11:50:25.619108,0.607779,hit,1764503425.6191082,17.880874920819338,inhalation,P001
125,left,0.1,2025-11-30 11:50:29.011329,2025-11-30 11:50:29.597209,0.58588,hit,1764503429.597209,333.3663295767089,inhalation,P001
126,right,0.1,2025-11-30 11:50:31.011329,2025-11-30 11:50:31.819333,0.808004,hit,1764503431.819333,96.36699487703386,exhalation,P001
